NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;GRUE   ;FPOE   ;BZOE   ;KPOE   ;LIF    ;MUT    ;SLP    ;DEM    ;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;22;606;340;20;169;17;12;120;1;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;23;451;286;4;158;20;8;84;8;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;24;956;460;17;250;23;13;153;1;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;25;700;388;23;150;45;34;129;3;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;26;902;522;9;226;82;51;136;8;2;5;0;0;3;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;27;954;578;29;266;58;59;149;4;6;6;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;28;462;264;1;133;26;15;80;4;1;2;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;29;594;286;3;137;16;16;109;2;1;1;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;30;491;291;3;138;20;9;113;3;4;0;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;31;656;453;6;213;36;32;152;7;2;4;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;32;945;542;12;223;59;54;166;15;9;2;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;33;998;555;32;240;43;56;167;2;10;4;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;34;1000;634;12;258;92;74;175;11;5;7;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;35;686;404;16;189;30;15;147;4;1;1;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;36;559;381;12;184;27;18;130;7;1;1;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;37;728;417;18;173;64;34;113;7;5;2;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;38;627;389;6;191;14;13;159;4;0;0;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;39;243;241;7;129;20;18;57;3;2;4;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;40;653;361;5;164;25;26;130;6;2;1;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;41;1191;786;40;347;77;84;210;8;14;5;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;42;788;531;11;264;51;42;149;3;7;2;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;43;733;398;7;192;50;24;118;1;4;0;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;44;1205;755;30;387;53;34;238;7;2;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;45;780;492;18;216;14;21;205;8;8;0;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;46;1247;768;29;325;59;60;274;7;7;3;0;0;4;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;47;600;399;19;202;16;18;135;3;4;0;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;48;615;370;13;184;34;19;113;3;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;49;673;391;1;202;23;12;143;4;3;2;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;50;610;327;15;168;19;13;103;4;1;1;0;0;3;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;51;711;418;16;204;34;31;126;3;0;0;0;0;4;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;52;886;517;15;235;41;26;177;8;8;5;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;53;733;395;9;204;13;17;143;4;3;0;0;0;2;                                                                                                 
